english;français;Date;Nb;Score;Taux;image
to rave;délirer / parler avec enthousiasme;2022-05-21;9;7;0.78;101.25
clogs (common name);les sabots;2022-05-21;6;-6;-1.0;105.0
a valedictorian;un major de promotion;2022-05-22;6;2;0.33;105.0
duress (common name);la contrainte;2022-05-22;7;-7;-1.0;103.75
fungible;interchangeable;2022-05-25;9;9;1.0;101.25
cornucopia (common name);la corne d'abondance;2022-05-25;8;6;0.75;102.5
on the go;prêt à partir / très efficace;2022-05-25;10;0;0.0;100.0
sprawling (adj.);tentaculaire;2022-05-25;7;-5;-0.71;103.75
a rhombus;un losange;2022-05-26;8;6;0.75;102.5
a headful of;un bon nombre de;2022-05-26;14;8;0.57;95.0
to speckle;tacheter. moucheter;2022-05-26;6;-6;-1.0;105.0
rye (common name);le seigle;2022-05-26;6;-6;-1.0;105.0
a badger;un blaireau;2022-05-26;5;-1;-0.2;106.25
a ridge;une crête. une arête;2022-05-27;5;-1;-0.2;106.25
partway;à mi-chemin;2022-05-27;2;0;0.0;110.0
to start back at square one;revenir à la case départ;2022-05-27;8;6;0.75;102.5
a countertop;un comptoir;2022-05-28;10;2;0.2;100.0
a pallbearer;un porteur funéraire;2022-05-28;10;8;0.8;100.0
a ferret;un furet;2022-05-29;7;3;0.43;103.75
fidgety;agité;2022-05-29;5;-3;-0.6;106.25
ampersand;"le caractère ""&""";2022-06-01;3;3;1.0;108.75
a crossbow;une arbalète;2022-06-02;4;2;0.5;107.5
a knicker;une culotte;2022-06-02;12;2;0.17;97.5
paucity (common name);le manque;2022-06-04;4;2;0.5;107.5
a pageants;un concours (de beauté. );2022-06-05;14;-2;-0.14;95.0
a paw;une patte;2022-06-05;5;1;0.2;106.25
a linchpin;un pivot;2022-06-06;5;-3;-0.6;106.25
anguish (common name);l'angoisse / le supplice;2022-06-08;8;4;0.5;102.5
caning (common name);la bastonnade (châtiment);2022-06-08;13;1;0.08;96.25
a key fob;un porte-clés;2022-06-11;1;-1;-1.0;111.25
an abbot;un abbé;2022-06-11;8;8;1.0;102.5
a mermaid;une sirène;2022-06-12;6;4;0.67;105.0
an egress;une sortie. une issue;2022-06-13;9;9;1.0;101.25
a failover (IT);un basculement;2022-06-14;12;6;0.5;97.5
HVAC;Heating. ventilation. and air conditioning;2022-06-14;6;6;1.0;105.0
a squabble;une dispute;2022-06-19;12;-4;-0.33;97.5
a headwind;un vent contraire;2022-06-20;4;0;0.0;107.5
a simile;une comparaison;2022-06-20;8;-2;-0.25;102.5
a primer;un apprêt / un premier livre;2022-06-20;6;-4;-0.67;105.0
a dealership;une concession / une procuration;2022-06-20;5;-5;-1.0;106.25
as of this recording (expr.);au moment où cette vidéo est enregistrée;2022-06-21;5;3;0.6;106.25
steadfast;inébranlable / fidèle;2022-06-21;8;-2;-0.25;102.5
gimp (adj.);boiteux;2022-06-21;13;-5;-0.38;96.25
offspring (common name);la progéniture / le résultat;2022-06-21;3;1;0.33;108.75
to sire;engendrer;2022-06-22;7;-1;-0.14;103.75
a headstart;une avance;2022-06-23;4;2;0.5;107.5
cordoned;encerclé;2022-06-23;7;-7;-1.0;103.75
disputably;inconstestablement;2022-06-26;4;-2;-0.5;107.5
calves (common name);les mollets;2022-06-26;11;5;0.45;98.75
a kingpin;un pivot central;2022-06-26;10;-4;-0.4;100.0
choppy;agité. houleux;2022-07-07;6;-6;-1.0;105.0
a tapping (tech.);un taraudage;2022-07-09;8;-4;-0.5;102.5
at the behest of;à la demande de;2022-07-09;6;-2;-0.33;105.0
a timing belt (tech.);une courroie crantée;2022-07-09;4;4;1.0;107.5
a rod;une baguette / une tringle;2022-07-09;6;6;1.0;105.0
a spring;un ressort;2022-07-09;4;2;0.5;107.5
a paper trail;un série de documents apportant la preuve de l'activité d'une personne ou d'une organisation;2022-07-11;9;7;0.78;101.25
to engulf;engloutir / sombrer dans;2022-07-14;6;-4;-0.67;105.0
a pall;un voile / un pallium;2022-07-14;4;0;0.0;107.5
tamper-proof;inviolable;2022-07-14;7;-3;-0.43;103.75
a groundskeeper;un jardinier;2022-07-19;7;-3;-0.43;103.75
a ballpark;un stade de baseball;2022-07-19;8;6;0.75;102.5
And Bob's your uncle!;Et voilà !;2022-07-21;3;3;1.0;108.75
a sash;une ceinture / une écharpe;2022-07-31;4;-4;-1.0;107.5
to cling;se cramponner / enlacer;2022-08-07;7;-5;-0.71;103.75
second to none (expr.);incomparable;2022-08-07;10;0;0.0;100.0
a sprocket;un pignon (de vélo);2022-08-07;4;-4;-1.0;107.5
hemp (common name);le chanvre;2022-08-07;3;-3;-1.0;108.75
wheel spokes;les rayons d'une roue;2022-08-07;8;6;0.75;102.5
a fire hydrant;une bouche d'incendie;2022-08-10;4;4;1.0;107.5
to swelter;étouffer de chaleur;2022-08-10;8;-8;-1.0;102.5
a bushel;un boisseau;2022-08-20;5;3;0.6;106.25
iffy (adj.);douteux;2022-08-21;9;-9;-1.0;101.25
unary minus;"le signe moins ""-""";2022-08-25;5;5;1.0;106.25
conterminous;limitrophe;2022-08-28;5;-3;-0.6;106.25
a speeding ticket;une amende pour excès de vitesse;2022-08-29;5;5;1.0;106.25
a crib;un lit de bébé / une cage;2022-09-01;13;9;0.69;96.25
grudge (common name);la rancune;2022-09-01;5;-5;-1.0;106.25
a shoe tree;un embauchoir;2022-09-01;4;2;0.5;107.5
an appendage;un appendice;2022-09-02;5;5;1.0;106.25
aspen (common name);le tremble;2022-09-03;4;-4;-1.0;107.5
musings (common name);des rêveries / des réflexions;2022-09-07;4;-4;-1.0;107.5
uncough (adj.);grossier. incongru;2022-09-07;3;-3;-1.0;108.75
to lop off;couper. tronquer;2022-09-07;2;0;0.0;110.0
a yard sale;un vide-grenier;2022-09-09;6;6;1.0;105.0
humongous (adj.);énorme;2022-09-10;4;-2;-0.5;107.5
board games (common name);les jeux de société;2022-09-10;2;0;0.0;110.0
tongs (common name);des pinces de cuisine;2022-09-13;2;-2;-1.0;110.0
tweezers (common name);une pince à épiler;2022-09-13;9;9;1.0;101.25
a hangover;une gueule de bois;2022-09-17;6;-2;-0.33;105.0
cogent (adj.);convaincant;2022-10-06;4;-4;-1.0;107.5
distraught (adj.);éperdu;2022-10-09;7;-1;-0.14;103.75
acute accent (common name);l'accent aigu;2022-10-14;5;5;1.0;106.25
to evict;expulser / récupérer;2022-10-16;6;2;0.33;105.0
to grapple with;lutter avec;2022-10-18;3;3;1.0;108.75
tardiness (common name);la lenteur / le manque de ponctualité;2022-10-21;4;0;0.0;107.5
a trinket;un bibelot. une babiole;2022-10-22;5;-3;-0.6;106.25
unassailable (adj.);inattaquable;2022-10-26;0;0;0.0;112.5
a bailiff;un huissier;2022-10-28;6;4;0.67;105.0
to shrivel;se ratatiner;2022-10-28;6;-6;-1.0;105.0
ironclad (adj.);cuirassé;2022-10-28;4;2;0.5;107.5
a blooper;un bêtisier;2022-10-28;4;0;0.0;107.5
a pothole;un nid-de-poule;2022-10-30;4;0;0.0;107.5
to weed;désherber;2022-11-01;3;-1;-0.33;108.75
a pitcher;un pichet. une cruche. un broc;2022-11-01;3;-3;-1.0;108.75
ruggedly;durement;2022-11-01;3;3;1.0;108.75
a timeout;un temps mort / une pause;2022-11-01;4;-4;-1.0;107.5
a toll plaza;un péage;2022-11-01;2;2;1.0;110.0
menial (adj.);subalterne. (tâche) domestique;2022-11-04;7;-1;-0.14;103.75
fleece (common name);la toison / le flocon;2022-11-05;4;-2;-0.5;107.5
wye (common name);le y grec;2022-11-05;4;4;1.0;107.5
an affidavit;une déclaration écrite sous serment;2022-11-12;3;-1;-0.33;108.75
a wench;une jeune fille;2022-11-12;3;-3;-1.0;108.75
a moniker;un sobriquet;2022-11-12;2;-2;-1.0;110.0
spleen (common name);la rate. la bile;2022-11-13;4;2;0.5;107.5
grouchy (adj.);grognon. grincheux;2022-11-13;2;2;1.0;110.0
jabbering (common name);le bavardage;2022-11-13;6;6;1.0;105.0
to slobber;baver. saliver;2022-11-13;8;0;0.0;102.5
slums (common name);des bidonvilles;2022-11-13;2;-2;-1.0;110.0
brimstone (common name);du soufre;2022-11-14;5;1;0.2;106.25
a drivel;une imbécilité. une bêtise;2022-11-17;4;-4;-1.0;107.5
styrofoam (common name);le polystyrène;2022-11-18;2;0;0.0;110.0
shin (common name);le tibia;2022-11-19;4;-4;-1.0;107.5
to cater;approvisionner;2022-11-19;2;-2;-1.0;110.0
Keep it handy.;Garde-le à portée de main.;2022-11-19;3;-1;-0.33;108.75
hamstring (common name);le tendon;2022-11-19;5;1;0.2;106.25
southpaw (adj.);gaucher;2022-11-20;7;5;0.71;103.75
a blind alley;une impasse;2022-11-20;5;5;1.0;106.25
It's a lost and found case.;C'est évident.;2022-11-20;1;-1;-1.0;111.25
For all my brave talk. ...;Malgré tous mes discours courageux. ;2022-11-20;6;6;1.0;105.0
a hunk;un gros morceau;2022-11-21;4;-4;-1.0;107.5
to besmirch;ternir. entacher;2022-11-24;2;0;0.0;110.0
to smite;châtier. déchirer. tourmenter;2022-11-24;1;-1;-1.0;111.25
to gouge;escroquer;2022-11-27;3;-3;-1.0;108.75
skyline (common name);la ligne d'horizon;2022-11-28;2;2;1.0;110.0
to browse;feuilleter / brouter;2022-12-04;2;0;0.0;110.0
back to the kennel;de retour à la niche;2022-12-04;2;2;1.0;110.0
a pane;une vitre. un carreau / une plaque;2022-12-09;3;-1;-0.33;108.75
a derelict;un délaissement / une épave;2022-12-09;2;-2;-1.0;110.0
cladding (common name);le revêtement;2022-12-10;3;-3;-1.0;108.75
whopping (adj.);énorme. géant;2022-12-11;2;-2;-1.0;110.0
to wallow;se vautrer;2022-12-14;0;0;0.0;112.5
sketchy (adj.);vague. incomplet;2022-12-17;3;1;0.33;108.75
to weep;verser des larmes;2022-12-18;4;-2;-0.5;107.5
fairing (common name);le carénage;2022-12-23;1;-1;-1.0;111.25
to braid;tresser;2022-12-23;2;-2;-1.0;110.0
a stud;un goujon;2022-12-23;1;-1;-1.0;111.25
a shim;une cale;2022-12-23;2;-2;-1.0;110.0
a jackscrew;un cric;2022-12-23;1;-1;-1.0;111.25
a blotter;un registre / un buvard;2022-12-23;4;-4;-1.0;107.5
a flange;une bride;2022-12-23;6;2;0.33;105.0
a sump;un puisard;2022-12-23;4;2;0.5;107.5
sophomore;la deuxième année d'étude;2022-12-23;3;3;1.0;108.75
a damper;un amortisseur;2022-12-23;3;1;0.33;108.75
a gasket;un joint;2022-12-23;0;0;0.0;112.5
to beckon;faire signe;2022-12-23;0;0;0.0;112.5
to lambaste;réprimander / rosser;2022-12-23;0;0;0.0;112.5
a rudder; un gouvernail;2022-12-25;1;-1;-1.0;111.25
a rink;une patinoire;2022-12-28;1;-1;-1.0;111.25
to construe;interpréter;2022-12-29;2;-2;-1.0;110.0
to vet;examiner;2022-12-31;2;-2;-1.0;110.0
a canister;une boîte. un bidon;2023-01-01;1;-1;-1.0;111.25
a polecat;un putois;2023-01-02;4;-4;-1.0;107.5
a skunk;une moufette;2023-01-02;2;2;1.0;110.0
chive (common name);la ciboulette;2023-01-06;0;0;0.0;112.5
distressing;pénible. inquiétant. bouleversant;2023-01-07;2;0;0.0;110.0
a ward;un quartier;2023-01-07;1;-1;-1.0;111.25
to gobble;engouffrer;2023-01-09;2;0;0.0;110.0
blabber (commmon name);des bavardages;2023-01-09;1;1;1.0;111.25
shill (adj.);complice;2023-01-09;0;0;0.0;112.5
mumbo jumbo (coll.);de l'enfumage;2023-01-16;4;0;0.0;107.5
wherewithal (common name);les moyens;2023-01-17;0;0;0.0;112.5
a wayland;un chemin de terre;2023-01-18;1;-1;-1.0;111.25
a rollercoaster;une montagne russe;2023-01-18;3;1;0.33;108.75
an armrest;un accoudoir;2023-01-19;2;0;0.0;110.0
to addle;pourrir / brouiller;2023-01-20;2;-2;-1.0;110.0
a stencil;un pochoir;2023-01-20;1;-1;-1.0;111.25
to checkmate;faire échec et mat;2023-01-20;0;0;0.0;112.5
to shrug;hausser les épaules;2023-01-20;2;-2;-1.0;110.0
to read the fine print;lire les astérisques d'un contrat;2023-01-22;2;2;1.0;110.0
carpeting (commmon name);la moquette;2023-01-22;2;-2;-1.0;110.0
shot peening (tech.);le grenaillage;2023-01-23;0;0;0.0;112.5
scuzzy;sale et déplaisant;2023-01-24;1;-1;-1.0;111.25
You're dogged.;Tu es tenace.;2023-01-24;1;-1;-1.0;111.25
Suit yourself.;Comme tu voudras.;2023-01-24;1;1;1.0;111.25
conned;escroqué;2023-01-26;0;0;0.0;112.5
to wail;se lamenter;2023-01-26;2;-2;-1.0;110.0
wheedling (adj.);câlin. enjôleur;2023-01-26;4;-2;-0.5;107.5
That was uncalled for.;C'était injustifié.;2023-01-29;2;-2;-1.0;110.0
foolhardy (adj.);téméraire;2023-01-29;0;0;0.0;112.5
diaper (common name);une couche de bébé;2023-02-01;3;1;0.33;108.75
a wad;une boulette (de papier. );2023-02-01;0;0;0.0;112.5
to clobber;tabasser;2023-02-02;0;0;0.0;112.5
to trounce;écraser. battre à plate couture;2023-02-02;2;-2;-1.0;110.0
to bedevil;tourmenter. harceler;2023-02-02;1;-1;-1.0;111.25
haywire (adj.);détraqué;2023-02-04;2;-2;-1.0;110.0
fallow (common name);la jachère;2023-02-05;2;-2;-1.0;110.0
lice (common name);les poux;2023-02-05;0;0;0.0;112.5
humdrum (common name);monotone;2023-02-05;0;0;0.0;112.5
a tug;un remorqueur;2023-02-05;0;0;0.0;112.5
motley (adj.);bigarré. bariolé;2023-02-05;2;-2;-1.0;110.0
a beachhead;une tête de pont;2023-02-05;1;-1;-1.0;111.25
a partridge;la perdrix;2023-02-06;2;2;1.0;110.0
to whelm;déferler;2023-02-10;2;2;1.0;110.0
to handpick;trier;2023-02-12;0;0;0.0;112.5
to slather;badigeonner;2023-02-12;0;0;0.0;112.5
a pantry;un garde-manger;2023-02-12;0;0;0.0;112.5
bleeding edge (adj.);dernier cri;2023-02-12;0;0;0.0;112.5
to jot;prendre des notes;2023-02-12;0;0;0.0;112.5
befuddled;confus;2023-02-12;1;-1;-1.0;111.25
a caveman;un homme des cavernes;2023-02-12;0;0;0.0;112.5
to prod;pousser doucement du doigt;2023-02-19;0;0;0.0;112.5
vagaries (common name);les aléas;2023-02-19;0;0;0.0;112.5
a bloodline;une lignée;2023-02-19;0;0;0.0;112.5
stretches of code;des tronçons de code;2023-02-19;1;1;1.0;111.25
abreast (adj.);au courant;2023-02-19;1;-1;-1.0;111.25
to come over the bouts;surmonter les combats;2023-02-20;2;0;0.0;110.0
a grab bag;un sac à main;2023-02-22;1;1;1.0;111.25
holdout (adj.);résistant. récalcitrant;2023-02-22;1;-1;-1.0;111.25
toothless ;édenté / impuissant;2023-02-23;1;1;1.0;111.25
by luck of the draw (expr.);par chance (expr.);2023-02-25;2;2;1.0;110.0
to hew;tailler. couper;2023-02-25;0;0;0.0;112.5
Suffice it to say that;Il suffit de dire que ;2023-02-26;0;0;0.0;112.5
an umbrella term;un mot générique;2023-02-26;0;0;0.0;112.5
